system_id,utterance_id,wav_a_path,wav_b_path,n_ratings,speaker_mean,accent_mean,speaker_sd,accent_sd,accent_minus_speaker_sd
sys001,utt034,wav/vmc2026-track3-sys001-utt034.wav,wav/vmc2026-track3-sys019-utt033.wav,5,4.4,3.8,0.8944271909999159,1.3038404810405297,0.4094132900406139
sys001,utt036,wav/vmc2026-track3-sys001-utt036.wav,wav/vmc2026-track3-sys019-utt035.wav,5,4.8,4.2,0.4472135954999579,1.3038404810405297,0.8566268855405719
sys001,utt038,wav/vmc2026-track3-sys001-utt038.wav,wav/vmc2026-track3-sys019-utt037.wav,5,4.8,4.8,0.4472135954999579,0.4472135954999579,0.0
sys001,utt040,wav/vmc2026-track3-sys001-utt040.wav,wav/vmc2026-track3-sys019-utt039.wav,5,4.0,3.6,1.4142135623730951,1.9493588689617927,0.5351453065886975
sys001,utt042,wav/vmc2026-track3-sys001-utt042.wav,wav/vmc2026-track3-sys019-utt041.wav,5,4.2,4.6,1.3038404810405297,0.5477225575051662,-0.7561179235353636
sys001,utt044,wav/vmc2026-track3-sys001-utt044.wav,wav/vmc2026-track3-sys019-utt043.wav,5,4.0,4.4,1.0,0.8944271909999159,-0.10557280900008414
sys001,utt046,wav/vmc2026-track3-sys001-utt046.wav,wav/vmc2026-track3-sys019-utt045.wav,5,4.8,4.8,0.4472135954999579,0.4472135954999579,0.0
sys001,utt048,wav/vmc2026-track3-sys001-utt048.wav,wav/vmc2026-track3-sys019-utt047.wav,5,3.2,4.2,1.0954451150103321,0.8366600265340756,-0.2587850884762566
sys001,utt050,wav/vmc2026-track3-sys001-utt050.wav,wav/vmc2026-track3-sys019-utt049.wav,4,4.5,4.5,0.5773502691896257,0.5773502691896257,0.0
sys001,utt062,wav/vmc2026-track3-sys001-utt062.wav,wav/vmc2026-track3-sys019-utt061.wav,5,4.4,4.6,0.5477225575051662,0.8944271909999159,0.34670463349474967
sys001,utt064,wav/vmc2026-track3-sys001-utt064.wav,wav/vmc2026-track3-sys019-utt063.wav,5,4.4,4.6,0.8944271909999159,0.8944271909999159,0.0
sys001,utt066,wav/vmc2026-track3-sys001-utt066.wav,wav/vmc2026-track3-sys019-utt065.wav,5,4.8,4.8,0.4472135954999579,0.4472135954999579,0.0
sys001,utt068,wav/vmc2026-track3-sys001-utt068.wav,wav/vmc2026-track3-sys019-utt067.wav,4,4.0,4.25,0.816496580927726,0.5,-0.31649658092772603
sys001,utt070,wav/vmc2026-track3-sys001-utt070.wav,wav/vmc2026-track3-sys019-utt069.wav,5,4.4,4.4,0.8944271909999159,0.8944271909999159,0.0
sys001,utt072,wav/vmc2026-track3-sys001-utt072.wav,wav/vmc2026-track3-sys019-utt071.wav,4,4.25,4.25,0.9574271077563381,0.5,-0.4574271077563381
sys001,utt074,wav/vmc2026-track3-sys001-utt074.wav,wav/vmc2026-track3-sys019-utt073.wav,4,4.75,5.0,0.5,0.0,-0.5
sys001,utt076,wav/vmc2026-track3-sys001-utt076.wav,wav/vmc2026-track3-sys019-utt075.wav,5,4.6,4.6,0.5477225575051661,0.5477225575051661,0.0
sys001,utt078,wav/vmc2026-track3-sys001-utt078.wav,wav/vmc2026-track3-sys019-utt077.wav,5,4.6,4.8,0.5477225575051662,0.4472135954999579,-0.10050896200520826
sys001,utt080,wav/vmc2026-track3-sys001-utt080.wav,wav/vmc2026-track3-sys019-utt079.wav,5,4.2,4.8,1.3038404810405297,0.4472135954999579,-0.8566268855405719
sys001,utt082,wav/vmc2026-track3-sys001-utt082.wav,wav/vmc2026-track3-sys019-utt081.wav,5,4.0,3.4,1.4142135623730951,1.8165902124584952,0.4023766500854
sys001,utt084,wav/vmc2026-track3-sys001-utt084.wav,wav/vmc2026-track3-sys019-utt083.wav,5,4.4,4.2,0.8944271909999159,0.8366600265340756,-0.05776716446584029
sys001,utt086,wav/vmc2026-track3-sys001-utt086.wav,wav/vmc2026-track3-sys019-utt085.wav,5,4.8,4.8,0.4472135954999579,0.4472135954999579,0.0
sys001,utt088,wav/vmc2026-track3-sys001-utt088.wav,wav/vmc2026-track3-sys019-utt087.wav,5,4.0,4.6,0.7071067811865476,0.5477225575051661,-0.1593842236813815
sys001,utt090,wav/vmc2026-track3-sys001-utt090.wav,wav/vmc2026-track3-sys019-utt089.wav,5,4.6,4.6,0.8944271909999159,0.5477225575051662,-0.34670463349474967
sys001,utt102,wav/vmc2026-track3-sys001-utt102.wav,wav/vmc2026-track3-sys019-utt101.wav,5,3.0,3.2,1.0,1.4832396974191326,0.48323969741913264
sys001,utt104,wav/vmc2026-track3-sys001-utt104.wav,wav/vmc2026-track3-sys019-utt103.wav,5,3.4,3.4,1.8165902124584952,1.8165902124584952,0.0
sys001,utt106,wav/vmc2026-track3-sys001-utt106.wav,wav/vmc2026-track3-sys019-utt105.wav,5,4.8,4.8,0.4472135954999579,0.4472135954999579,0.0
sys001,utt108,wav/vmc2026-track3-sys001-utt108.wav,wav/vmc2026-track3-sys019-utt107.wav,5,3.8,4.4,0.8366600265340756,0.8944271909999159,0.05776716446584029
sys001,utt110,wav/vmc2026-track3-sys001-utt110.wav,wav/vmc2026-track3-sys019-utt109.wav,5,4.6,4.2,0.8944271909999157,0.8366600265340756,-0.05776716446584018
sys001,utt112,wav/vmc2026-track3-sys001-utt112.wav,wav/vmc2026-track3-sys019-utt111.wav,5,3.2,3.0,0.8366600265340756,1.224744871391589,0.3880848448575134
sys001,utt114,wav/vmc2026-track3-sys001-utt114.wav,wav/vmc2026-track3-sys019-utt113.wav,5,3.6,3.2,1.51657508881031,1.6431676725154984,0.12659258370518844
sys001,utt116,wav/vmc2026-track3-sys001-utt116.wav,wav/vmc2026-track3-sys019-utt115.wav,5,4.2,4.0,0.8366600265340756,1.0,0.16333997346592444
sys001,utt118,wav/vmc2026-track3-sys001-utt118.wav,wav/vmc2026-track3-sys019-utt117.wav,5,4.4,4.6,0.8944271909999159,0.5477225575051662,-0.34670463349474967
sys001,utt120,wav/vmc2026-track3-sys001-utt120.wav,wav/vmc2026-track3-sys019-utt119.wav,5,4.4,4.4,1.3416407864998738,0.8944271909999159,-0.447213595499958
sys001,utt122,wav/vmc2026-track3-sys001-utt122.wav,wav/vmc2026-track3-sys019-utt121.wav,5,4.8,4.8,0.4472135954999579,0.4472135954999579,0.0
sys001,utt124,wav/vmc2026-track3-sys001-utt124.wav,wav/vmc2026-track3-sys019-utt123.wav,5,4.8,4.6,0.4472135954999579,0.8944271909999159,0.4472135954999579
sys001,utt126,wav/vmc2026-track3-sys001-utt126.wav,wav/vmc2026-track3-sys019-utt125.wav,5,4.2,4.4,0.8366600265340756,0.5477225575051661,-0.2889374690289095
sys001,utt128,wav/vmc2026-track3-sys001-utt128.wav,wav/vmc2026-track3-sys019-utt127.wav,5,4.6,4.2,0.5477225575051662,1.3038404810405297,0.7561179235353636
sys001,utt130,wav/vmc2026-track3-sys001-utt130.wav,wav/vmc2026-track3-sys019-utt129.wav,5,4.8,4.8,0.4472135954999579,0.4472135954999579,0.0
sys001,utt132,wav/vmc2026-track3-sys001-utt132.wav,wav/vmc2026-track3-sys019-utt131.wav,5,4.0,3.6,1.0,1.140175425099138,0.14017542509913805
sys001,utt134,wav/vmc2026-track3-sys001-utt134.wav,wav/vmc2026-track3-sys019-utt133.wav,5,3.0,3.4,1.8708286933869707,1.51657508881031,-0.35425360457666066
sys001,utt136,wav/vmc2026-track3-sys001-utt136.wav,wav/vmc2026-track3-sys019-utt135.wav,5,4.6,4.4,0.5477225575051662,0.8944271909999159,0.34670463349474967
sys001,utt138,wav/vmc2026-track3-sys001-utt138.wav,wav/vmc2026-track3-sys019-utt137.wav,5,4.0,4.8,0.7071067811865476,0.4472135954999579,-0.25989318568658965
sys001,utt140,wav/vmc2026-track3-sys001-utt140.wav,wav/vmc2026-track3-sys019-utt139.wav,5,3.2,2.4,1.788854381999832,1.6733200530681511,-0.11553432893168081
sys001,utt142,wav/vmc2026-track3-sys001-utt142.wav,wav/vmc2026-track3-sys019-utt141.wav,5,4.0,4.0,1.224744871391589,1.224744871391589,0.0
sys001,utt144,wav/vmc2026-track3-sys001-utt144.wav,wav/vmc2026-track3-sys019-utt143.wav,5,3.8,4.0,1.3038404810405297,1.0,-0.30384048104052974
sys001,utt146,wav/vmc2026-track3-sys001-utt146.wav,wav/vmc2026-track3-sys019-utt145.wav,5,4.8,4.4,0.4472135954999579,0.8944271909999159,0.4472135954999579
sys001,utt148,wav/vmc2026-track3-sys001-utt148.wav,wav/vmc2026-track3-sys019-utt147.wav,4,4.0,4.25,0.816496580927726,0.5,-0.31649658092772603
sys001,utt150,wav/vmc2026-track3-sys001-utt150.wav,wav/vmc2026-track3-sys019-utt149.wav,5,4.6,4.4,0.5477225575051662,0.8944271909999159,0.34670463349474967
sys001,utt152,wav/vmc2026-track3-sys001-utt152.wav,wav/vmc2026-track3-sys019-utt151.wav,5,4.6,4.6,0.5477225575051662,0.5477225575051662,0.0
sys001,utt154,wav/vmc2026-track3-sys001-utt154.wav,wav/vmc2026-track3-sys019-utt153.wav,5,4.0,4.0,1.0,1.0,0.0
sys001,utt156,wav/vmc2026-track3-sys001-utt156.wav,wav/vmc2026-track3-sys019-utt155.wav,5,4.8,4.8,0.44721359549995787,0.44721359549995787,0.0
sys001,utt158,wav/vmc2026-track3-sys001-utt158.wav,wav/vmc2026-track3-sys019-utt157.wav,5,4.8,4.8,0.4472135954999579,0.4472135954999579,0.0
sys001,utt160,wav/vmc2026-track3-sys001-utt160.wav,wav/vmc2026-track3-sys019-utt159.wav,5,4.4,4.2,0.5477225575051661,1.3038404810405297,0.7561179235353637
sys001,utt172,wav/vmc2026-track3-sys001-utt172.wav,wav/vmc2026-track3-sys019-utt171.wav,5,4.8,4.6,0.4472135954999579,0.5477225575051661,0.10050896200520815
sys001,utt174,wav/vmc2026-track3-sys001-utt174.wav,wav/vmc2026-track3-sys019-utt173.wav,5,4.8,4.6,0.4472135954999579,0.5477225575051662,0.10050896200520826
sys001,utt176,wav/vmc2026-track3-sys001-utt176.wav,wav/vmc2026-track3-sys019-utt175.wav,4,4.0,4.0,0.816496580927726,0.0,-0.816496580927726
sys001,utt178,wav/vmc2026-track3-sys001-utt178.wav,wav/vmc2026-track3-sys019-utt177.wav,5,4.0,3.8,1.224744871391589,1.3038404810405297,0.0790956096489408
sys001,utt180,wav/vmc2026-track3-sys001-utt180.wav,wav/vmc2026-track3-sys019-utt179.wav,5,4.8,4.6,0.4472135954999579,0.5477225575051662,0.10050896200520826
sys001,utt182,wav/vmc2026-track3-sys001-utt182.wav,wav/vmc2026-track3-sys019-utt181.wav,4,4.25,4.5,0.9574271077563381,1.0,0.0425728922436619
sys001,utt184,wav/vmc2026-track3-sys001-utt184.wav,wav/vmc2026-track3-sys019-utt183.wav,5,4.4,4.4,1.3416407864998738,1.3416407864998738,0.0
sys001,utt186,wav/vmc2026-track3-sys001-utt186.wav,wav/vmc2026-track3-sys019-utt185.wav,4,4.5,4.5,0.5773502691896257,0.5773502691896257,0.0
sys001,utt192,wav/vmc2026-track3-sys001-utt192.wav,wav/vmc2026-track3-sys019-utt191.wav,5,4.0,3.8,1.224744871391589,1.0954451150103321,-0.1292997563812568
sys001,utt194,wav/vmc2026-track3-sys001-utt194.wav,wav/vmc2026-track3-sys019-utt193.wav,5,4.6,4.4,0.5477225575051662,0.8944271909999159,0.34670463349474967
sys001,utt196,wav/vmc2026-track3-sys001-utt196.wav,wav/vmc2026-track3-sys019-utt195.wav,5,4.4,4.6,0.8944271909999159,0.5477225575051662,-0.34670463349474967
sys001,utt200,wav/vmc2026-track3-sys001-utt200.wav,wav/vmc2026-track3-sys019-utt199.wav,5,4.4,4.6,0.5477225575051661,0.5477225575051662,1.1102230246251565e-16
sys001,utt202,wav/vmc2026-track3-sys001-utt202.wav,wav/vmc2026-track3-sys019-utt201.wav,5,4.0,3.2,0.7071067811865476,1.0954451150103321,0.3883383338237846
sys001,utt204,wav/vmc2026-track3-sys001-utt204.wav,wav/vmc2026-track3-sys019-utt203.wav,5,5.0,5.0,0.0,0.0,0.0
sys001,utt206,wav/vmc2026-track3-sys001-utt206.wav,wav/vmc2026-track3-sys019-utt205.wav,5,4.8,4.8,0.4472135954999579,0.4472135954999579,0.0
sys001,utt208,wav/vmc2026-track3-sys001-utt208.wav,wav/vmc2026-track3-sys019-utt207.wav,5,4.2,4.4,0.8366600265340756,0.8944271909999159,0.05776716446584029
sys001,utt210,wav/vmc2026-track3-sys001-utt210.wav,wav/vmc2026-track3-sys019-utt209.wav,5,4.2,4.2,1.3038404810405297,1.0954451150103321,-0.2083953660301976
sys001,utt212,wav/vmc2026-track3-sys001-utt212.wav,wav/vmc2026-track3-sys019-utt211.wav,4,4.0,4.25,0.816496580927726,0.5,-0.31649658092772603
sys001,utt214,wav/vmc2026-track3-sys001-utt214.wav,wav/vmc2026-track3-sys019-utt213.wav,5,4.0,4.2,1.224744871391589,1.3038404810405297,0.0790956096489408
sys001,utt218,wav/vmc2026-track3-sys001-utt218.wav,wav/vmc2026-track3-sys019-utt217.wav,5,4.4,4.4,0.8944271909999159,0.8944271909999159,0.0
sys001,utt220,wav/vmc2026-track3-sys001-utt220.wav,wav/vmc2026-track3-sys019-utt219.wav,5,4.0,4.2,1.7320508075688772,1.3038404810405297,-0.42821032652834745
sys001,utt222,wav/vmc2026-track3-sys001-utt222.wav,wav/vmc2026-track3-sys019-utt221.wav,5,4.4,4.2,0.5477225575051662,1.3038404810405297,0.7561179235353636
sys001,utt224,wav/vmc2026-track3-sys001-utt224.wav,wav/vmc2026-track3-sys019-utt223.wav,5,4.6,4.6,0.8944271909999159,0.8944271909999159,0.0
sys001,utt226,wav/vmc2026-track3-sys001-utt226.wav,wav/vmc2026-track3-sys019-utt225.wav,5,4.8,4.6,0.44721359549995787,0.8944271909999157,0.44721359549995787
sys001,utt228,wav/vmc2026-track3-sys001-utt228.wav,wav/vmc2026-track3-sys019-utt227.wav,5,4.0,3.8,1.0,1.3038404810405297,0.30384048104052974
sys001,utt230,wav/vmc2026-track3-sys001-utt230.wav,wav/vmc2026-track3-sys019-utt229.wav,5,4.8,4.6,0.4472135954999579,0.5477225575051662,0.10050896200520826
sys001,utt232,wav/vmc2026-track3-sys001-utt232.wav,wav/vmc2026-track3-sys019-utt231.wav,5,4.4,4.2,0.5477225575051661,0.8366600265340756,0.2889374690289095
sys001,utt234,wav/vmc2026-track3-sys001-utt234.wav,wav/vmc2026-track3-sys019-utt233.wav,4,4.75,4.75,0.5,0.5,0.0
sys001,utt236,wav/vmc2026-track3-sys001-utt236.wav,wav/vmc2026-track3-sys019-utt235.wav,5,4.2,4.2,0.8366600265340756,0.8366600265340756,0.0
sys001,utt238,wav/vmc2026-track3-sys001-utt238.wav,wav/vmc2026-track3-sys019-utt237.wav,5,4.8,4.8,0.44721359549995787,0.44721359549995787,0.0
sys001,utt242,wav/vmc2026-track3-sys001-utt242.wav,wav/vmc2026-track3-sys019-utt241.wav,5,4.8,4.8,0.44721359549995787,0.44721359549995787,0.0
sys001,utt244,wav/vmc2026-track3-sys001-utt244.wav,wav/vmc2026-track3-sys019-utt243.wav,4,4.5,4.5,1.0,1.0,0.0
sys001,utt246,wav/vmc2026-track3-sys001-utt246.wav,wav/vmc2026-track3-sys019-utt245.wav,5,4.8,4.4,0.4472135954999579,0.5477225575051662,0.10050896200520826
sys001,utt248,wav/vmc2026-track3-sys001-utt248.wav,wav/vmc2026-track3-sys019-utt247.wav,5,4.6,4.6,0.5477225575051662,0.5477225575051662,0.0
sys001,utt250,wav/vmc2026-track3-sys001-utt250.wav,wav/vmc2026-track3-sys019-utt249.wav,5,5.0,5.0,0.0,0.0,0.0
sys001,utt262,wav/vmc2026-track3-sys001-utt262.wav,wav/vmc2026-track3-sys019-utt261.wav,5,3.4,3.8,1.5165750888103102,1.6431676725154984,0.12659258370518822
sys001,utt264,wav/vmc2026-track3-sys001-utt264.wav,wav/vmc2026-track3-sys019-utt263.wav,5,4.6,4.6,0.5477225575051662,0.5477225575051662,0.0
sys001,utt266,wav/vmc2026-track3-sys001-utt266.wav,wav/vmc2026-track3-sys019-utt265.wav,5,3.6,4.2,1.5165750888103102,1.0954451150103321,-0.4211299737999781
sys001,utt268,wav/vmc2026-track3-sys001-utt268.wav,wav/vmc2026-track3-sys019-utt267.wav,4,4.25,4.5,0.9574271077563381,0.5773502691896257,-0.38007683856671237
sys001,utt270,wav/vmc2026-track3-sys001-utt270.wav,wav/vmc2026-track3-sys019-utt269.wav,5,3.8,4.2,1.3038404810405297,0.8366600265340756,-0.4671804545064542
sys001,utt272,wav/vmc2026-track3-sys001-utt272.wav,wav/vmc2026-track3-sys019-utt271.wav,5,4.6,4.8,0.5477225575051662,0.4472135954999579,-0.10050896200520826
sys001,utt274,wav/vmc2026-track3-sys001-utt274.wav,wav/vmc2026-track3-sys019-utt273.wav,5,4.8,4.6,0.4472135954999579,0.5477225575051662,0.10050896200520826
sys001,utt276,wav/vmc2026-track3-sys001-utt276.wav,wav/vmc2026-track3-sys019-utt275.wav,4,3.75,3.75,1.8929694486000912,1.8929694486000912,0.0
sys001,utt278,wav/vmc2026-track3-sys001-utt278.wav,wav/vmc2026-track3-sys019-utt277.wav,5,4.8,4.6,0.4472135954999579,0.5477225575051662,0.10050896200520826
sys001,utt280,wav/vmc2026-track3-sys001-utt280.wav,wav/vmc2026-track3-sys019-utt279.wav,5,4.8,4.8,0.4472135954999579,0.4472135954999579,0.0
sys001,utt282,wav/vmc2026-track3-sys001-utt282.wav,wav/vmc2026-track3-sys019-utt281.wav,5,4.6,4.8,0.8944271909999159,0.4472135954999579,-0.4472135954999579
sys001,utt284,wav/vmc2026-track3-sys001-utt284.wav,wav/vmc2026-track3-sys019-utt283.wav,5,4.2,4.2,0.8366600265340756,0.8366600265340756,0.0
sys001,utt286,wav/vmc2026-track3-sys001-utt286.wav,wav/vmc2026-track3-sys019-utt285.wav,5,3.8,4.0,1.6431676725154984,1.7320508075688772,0.08888313505337875
sys001,utt288,wav/vmc2026-track3-sys001-utt288.wav,wav/vmc2026-track3-sys019-utt287.wav,5,3.2,3.0,1.3038404810405297,1.224744871391589,-0.0790956096489408
sys001,utt290,wav/vmc2026-track3-sys001-utt290.wav,wav/vmc2026-track3-sys019-utt289.wav,5,4.8,4.2,0.4472135954999579,0.8366600265340756,0.38944643103411763
sys001,utt292,wav/vmc2026-track3-sys001-utt292.wav,wav/vmc2026-track3-sys019-utt291.wav,5,5.0,4.8,0.0,0.4472135954999579,0.4472135954999579
sys001,utt294,wav/vmc2026-track3-sys001-utt294.wav,wav/vmc2026-track3-sys019-utt293.wav,5,5.0,5.0,0.0,0.0,0.0
sys001,utt296,wav/vmc2026-track3-sys001-utt296.wav,wav/vmc2026-track3-sys019-utt295.wav,5,4.8,4.6,0.44721359549995787,0.5477225575051661,0.1005089620052082
sys001,utt298,wav/vmc2026-track3-sys001-utt298.wav,wav/vmc2026-track3-sys019-utt297.wav,5,4.8,4.6,0.4472135954999579,0.5477225575051662,0.10050896200520826
sys001,utt300,wav/vmc2026-track3-sys001-utt300.wav,wav/vmc2026-track3-sys019-utt299.wav,5,3.4,4.0,1.5165750888103102,1.4142135623730951,-0.10236152643721508
sys001,utt302,wav/vmc2026-track3-sys001-utt302.wav,wav/vmc2026-track3-sys019-utt301.wav,5,3.2,3.6,1.4832396974191326,1.6733200530681511,0.19008035564901848
sys001,utt304,wav/vmc2026-track3-sys001-utt304.wav,wav/vmc2026-track3-sys019-utt303.wav,5,4.6,4.4,0.5477225575051661,0.5477225575051662,1.1102230246251565e-16
sys001,utt306,wav/vmc2026-track3-sys001-utt306.wav,wav/vmc2026-track3-sys019-utt305.wav,5,4.6,4.0,0.8944271909999157,1.4142135623730951,0.5197863713731794
sys001,utt308,wav/vmc2026-track3-sys001-utt308.wav,wav/vmc2026-track3-sys019-utt307.wav,5,4.4,3.8,0.5477225575051661,1.0954451150103321,0.5477225575051661
sys001,utt310,wav/vmc2026-track3-sys001-utt310.wav,wav/vmc2026-track3-sys019-utt309.wav,5,5.0,4.4,0.0,1.3416407864998738,1.3416407864998738
sys001,utt312,wav/vmc2026-track3-sys001-utt312.wav,wav/vmc2026-track3-sys019-utt311.wav,5,4.4,4.0,0.5477225575051661,0.7071067811865476,0.1593842236813815
sys001,utt314,wav/vmc2026-track3-sys001-utt314.wav,wav/vmc2026-track3-sys019-utt313.wav,5,3.8,4.0,0.8366600265340756,0.7071067811865476,-0.129553245347528
sys001,utt316,wav/vmc2026-track3-sys001-utt316.wav,wav/vmc2026-track3-sys019-utt315.wav,5,3.8,3.6,0.8366600265340756,0.8944271909999159,0.05776716446584029
sys001,utt318,wav/vmc2026-track3-sys001-utt318.wav,wav/vmc2026-track3-sys019-utt317.wav,5,3.4,3.8,1.6733200530681511,1.7888543819998317,0.11553432893168059
sys001,utt320,wav/vmc2026-track3-sys001-utt320.wav,wav/vmc2026-track3-sys019-utt319.wav,5,3.8,3.6,0.8366600265340756,1.140175425099138,0.3035153985650625
sys002,utt002,wav/vmc2026-track3-sys002-utt002.wav,wav/vmc2026-track3-sys019-utt001.wav,5,4.4,4.2,0.5477225575051662,1.3038404810405297,0.7561179235353636
sys002,utt004,wav/vmc2026-track3-sys002-utt004.wav,wav/vmc2026-track3-sys019-utt003.wav,5,4.8,4.8,0.4472135954999579,0.4472135954999579,0.0
sys002,utt006,wav/vmc2026-track3-sys002-utt006.wav,wav/vmc2026-track3-sys019-utt005.wav,5,4.6,4.6,0.5477225575051662,0.5477225575051662,0.0
sys002,utt008,wav/vmc2026-track3-sys002-utt008.wav,wav/vmc2026-track3-sys019-utt007.wav,5,5.0,5.0,0.0,0.0,0.0
sys002,utt010,wav/vmc2026-track3-sys002-utt010.wav,wav/vmc2026-track3-sys019-utt009.wav,5,4.2,3.8,1.3038404810405297,1.6431676725154984,0.3393271914749687
sys002,utt012,wav/vmc2026-track3-sys002-utt012.wav,wav/vmc2026-track3-sys019-utt011.wav,5,4.2,3.8,1.3038404810405297,1.0954451150103321,-0.2083953660301976
sys002,utt014,wav/vmc2026-track3-sys002-utt014.wav,wav/vmc2026-track3-sys019-utt013.wav,5,4.8,3.6,0.44721359549995787,1.140175425099138,0.6929618295991802
sys002,utt016,wav/vmc2026-track3-sys002-utt016.wav,wav/vmc2026-track3-sys019-utt015.wav,5,4.4,4.0,0.5477225575051662,1.224744871391589,0.6770223138864228
sys002,utt018,wav/vmc2026-track3-sys002-utt018.wav,wav/vmc2026-track3-sys019-utt017.wav,5,5.0,4.8,0.0,0.44721359549995787,0.44721359549995787
sys002,utt022,wav/vmc2026-track3-sys002-utt022.wav,wav/vmc2026-track3-sys019-utt021.wav,5,4.8,3.8,0.4472135954999579,1.6431676725154984,1.1959540770155406
sys002,utt024,wav/vmc2026-track3-sys002-utt024.wav,wav/vmc2026-track3-sys019-utt023.wav,5,4.8,4.2,0.4472135954999579,1.3038404810405297,0.8566268855405719
sys002,utt026,wav/vmc2026-track3-sys002-utt026.wav,wav/vmc2026-track3-sys019-utt025.wav,5,4.8,5.0,0.4472135954999579,0.0,-0.4472135954999579
sys002,utt028,wav/vmc2026-track3-sys002-utt028.wav,wav/vmc2026-track3-sys019-utt027.wav,5,4.8,4.8,0.4472135954999579,0.4472135954999579,0.0
sys002,utt030,wav/vmc2026-track3-sys002-utt030.wav,wav/vmc2026-track3-sys019-utt029.wav,5,4.8,4.4,0.4472135954999579,0.5477225575051662,0.10050896200520826
sys002,utt032,wav/vmc2026-track3-sys002-utt032.wav,wav/vmc2026-track3-sys019-utt031.wav,5,4.6,3.2,0.5477225575051661,1.6431676725154984,1.0954451150103324
sys002,utt034,wav/vmc2026-track3-sys002-utt034.wav,wav/vmc2026-track3-sys019-utt033.wav,4,3.75,3.75,1.5,0.5,-1.0
sys002,utt036,wav/vmc2026-track3-sys002-utt036.wav,wav/vmc2026-track3-sys019-utt035.wav,5,3.6,2.6,1.6733200530681511,1.5165750888103102,-0.1567449642578409
sys002,utt038,wav/vmc2026-track3-sys002-utt038.wav,wav/vmc2026-track3-sys019-utt037.wav,5,2.6,2.4,1.5165750888103102,1.140175425099138,-0.37639966371117217
sys002,utt040,wav/vmc2026-track3-sys002-utt040.wav,wav/vmc2026-track3-sys019-utt039.wav,5,4.4,4.2,0.8944271909999159,1.0954451150103321,0.2010179240104163
sys002,utt042,wav/vmc2026-track3-sys002-utt042.wav,wav/vmc2026-track3-sys019-utt041.wav,5,4.2,4.0,1.3038404810405297,1.224744871391589,-0.0790956096489408
sys002,utt044,wav/vmc2026-track3-sys002-utt044.wav,wav/vmc2026-track3-sys019-utt043.wav,5,3.8,3.8,1.6431676725154984,1.6431676725154984,0.0
sys002,utt046,wav/vmc2026-track3-sys002-utt046.wav,wav/vmc2026-track3-sys019-utt045.wav,5,4.8,4.6,0.44721359549995787,0.5477225575051662,0.10050896200520831
