system_id,utterance_id,wav_a_path,wav_b_path,human_speaker,human_accent,model_speaker,model_accent,human_accent_minus_speaker,model_accent_minus_speaker,absolute_gap_error
sys021,utt094,wav/vmc2026-track3-sys021-utt094.wav,wav/vmc2026-track3-sys019-utt093.wav,4.0,2.8,4.108272974921433,3.851399607184827,-1.2,-0.256873367737,0.943126632263
sys018,utt094,wav/vmc2026-track3-sys018-utt094.wav,wav/vmc2026-track3-sys019-utt093.wav,4.0,4.6,3.481970430964015,3.8128093813937993,0.6,0.33083895043,0.26916104957
sys004,utt262,wav/vmc2026-track3-sys004-utt262.wav,wav/vmc2026-track3-sys019-utt261.wav,2.8,4.6,3.3491471591476616,3.7003437670435617,1.8,0.351196607896,1.448803392104
sys021,utt274,wav/vmc2026-track3-sys021-utt274.wav,wav/vmc2026-track3-sys019-utt273.wav,3.4,3.2,3.9442091232627874,3.9067339135657178,-0.2,-0.037475209697,0.16252479030300002
sys004,utt034,wav/vmc2026-track3-sys004-utt034.wav,wav/vmc2026-track3-sys019-utt033.wav,4.2,4.4,3.5104067191762276,3.4801958323304896,0.2,-0.030210886846,0.230210886846
sys004,utt146,wav/vmc2026-track3-sys004-utt146.wav,wav/vmc2026-track3-sys019-utt145.wav,3.4,3.6,3.3655665834622237,3.556762263709826,0.2,0.191195680248,0.008804319752000023
sys004,utt180,wav/vmc2026-track3-sys004-utt180.wav,wav/vmc2026-track3-sys019-utt179.wav,2.8,3.6,3.0292017624423986,3.207921857354673,0.8,0.178720094912,0.621279905088
sys020,utt092,wav/vmc2026-track3-sys020-utt092.wav,wav/vmc2026-track3-sys019-utt091.wav,3.2,3.6,2.625647747042433,3.078734372046714,0.4,0.453086625004,0.053086625003999965
sys004,utt300,wav/vmc2026-track3-sys004-utt300.wav,wav/vmc2026-track3-sys019-utt299.wav,3.0,4.2,3.3607959702503267,3.700792910558146,1.2,0.339996940308,0.860003059692
sys004,utt054,wav/vmc2026-track3-sys004-utt054.wav,wav/vmc2026-track3-sys019-utt053.wav,3.8,4.0,3.5335023046374188,3.7251361352956973,0.2,0.191633830658,0.008366169342000018
sys009,utt098,wav/vmc2026-track3-sys009-utt098.wav,wav/vmc2026-track3-sys019-utt097.wav,4.0,3.8,4.40711005433749,4.06793992179453,-0.2,-0.339170132543,0.13917013254299998
sys021,utt022,wav/vmc2026-track3-sys021-utt022.wav,wav/vmc2026-track3-sys019-utt021.wav,3.8,3.0,3.6727711591174597,3.7591949238083675,-0.8,0.086423764691,0.886423764691
sys023,utt052,wav/vmc2026-track3-sys023-utt052.wav,wav/vmc2026-track3-sys019-utt051.wav,2.2,2.8,3.012726216530715,2.846418744392146,0.6,-0.166307472139,0.766307472139
sys004,utt002,wav/vmc2026-track3-sys004-utt002.wav,wav/vmc2026-track3-sys019-utt001.wav,3.0,2.8,3.692591293440226,3.653495812974003,-0.2,-0.039095480466,0.160904519534
sys013,utt092,wav/vmc2026-track3-sys013-utt092.wav,wav/vmc2026-track3-sys019-utt091.wav,4.2,3.4,3.9872561680803402,3.974386201445741,-0.8,-0.012869966635,0.7871300333650001
sys021,utt266,wav/vmc2026-track3-sys021-utt266.wav,wav/vmc2026-track3-sys019-utt265.wav,4.2,3.6,3.8753411592714913,4.0390189254531395,-0.6,0.163677766182,0.763677766182
sys022,utt092,wav/vmc2026-track3-sys022-utt092.wav,wav/vmc2026-track3-sys019-utt091.wav,3.2,2.2,3.520520179256726,3.5299974779856154,-1.0,0.009477298729,1.009477298729
sys020,utt094,wav/vmc2026-track3-sys020-utt094.wav,wav/vmc2026-track3-sys019-utt093.wav,2.2,2.4,2.783072991884268,3.1591835221698696,0.2,0.376110530286,0.176110530286
sys008,utt060,wav/vmc2026-track3-sys008-utt060.wav,wav/vmc2026-track3-sys019-utt059.wav,4.8,4.6,4.525125675215083,4.623548505594852,-0.2,0.09842283038,0.29842283038
sys018,utt188,wav/vmc2026-track3-sys018-utt188.wav,wav/vmc2026-track3-sys019-utt187.wav,4.2,4.6,3.572308474531584,3.6363748582377675,0.4,0.064066383706,0.33593361629400004
sys004,utt044,wav/vmc2026-track3-sys004-utt044.wav,wav/vmc2026-track3-sys019-utt043.wav,3.2,3.6,3.3922692357269515,3.661980418847881,0.4,0.269711183121,0.130288816879
sys003,utt056,wav/vmc2026-track3-sys003-utt056.wav,wav/vmc2026-track3-sys019-utt055.wav,3.2,2.6,4.314493908823133,4.402666999011704,-0.6,0.088173090189,0.688173090189
sys004,utt268,wav/vmc2026-track3-sys004-utt268.wav,wav/vmc2026-track3-sys019-utt267.wav,3.0,3.4,3.2119963541369936,3.4963106377077326,0.4,0.284314283571,0.115685716429
sys023,utt188,wav/vmc2026-track3-sys023-utt188.wav,wav/vmc2026-track3-sys019-utt187.wav,4.6,4.8,4.229260631923081,4.133600018951355,0.2,-0.095660612972,0.295660612972
sys017,utt100,wav/vmc2026-track3-sys017-utt100.wav,wav/vmc2026-track3-sys019-utt099.wav,3.0,2.6,4.303831342727805,4.349431627869537,-0.4,0.045600285142,0.445600285142
sys021,utt136,wav/vmc2026-track3-sys021-utt136.wav,wav/vmc2026-track3-sys019-utt135.wav,3.6,2.8,3.6742807442112815,3.6193088846806942,-0.8,-0.054971859531,0.745028140469
sys004,utt186,wav/vmc2026-track3-sys004-utt186.wav,wav/vmc2026-track3-sys019-utt185.wav,2.8,3.0,3.263935341193538,3.469966555191168,0.2,0.206031213998,0.006031213997999996
sys009,utt056,wav/vmc2026-track3-sys009-utt056.wav,wav/vmc2026-track3-sys019-utt055.wav,5.0,5.0,4.436047206012526,4.292993460818285,0.0,-0.143053745194,0.143053745194
sys013,utt188,wav/vmc2026-track3-sys013-utt188.wav,wav/vmc2026-track3-sys019-utt187.wav,3.8,3.2,4.151924985314763,4.005083398511594,-0.6,-0.146841586803,0.453158413197
sys021,utt262,wav/vmc2026-track3-sys021-utt262.wav,wav/vmc2026-track3-sys019-utt261.wav,5.0,5.0,4.330027578262822,4.290970211294393,0.0,-0.039057366968,0.039057366968
sys021,utt058,wav/vmc2026-track3-sys021-utt058.wav,wav/vmc2026-track3-sys019-utt057.wav,3.6,2.8,3.9809844043112235,4.0654904452344605,-0.8,0.084506040923,0.884506040923
sys014,utt058,wav/vmc2026-track3-sys014-utt058.wav,wav/vmc2026-track3-sys019-utt057.wav,4.2,3.8,4.614693927685144,4.747783804650246,-0.4,0.133089876965,0.533089876965
sys021,utt180,wav/vmc2026-track3-sys021-utt180.wav,wav/vmc2026-track3-sys019-utt179.wav,4.2,3.0,3.6263919351901723,3.382990243371302,-1.2,-0.243401691819,0.9565983081809999
sys022,utt060,wav/vmc2026-track3-sys022-utt060.wav,wav/vmc2026-track3-sys019-utt059.wav,3.4,2.4,3.796771555729708,3.8256417525710393,-1.0,0.028870196841,1.028870196841
sys021,utt006,wav/vmc2026-track3-sys021-utt006.wav,wav/vmc2026-track3-sys019-utt005.wav,3.2,2.6,3.6890989374990726,3.6275908454242085,-0.6,-0.061508092075,0.538491907925
sys004,utt062,wav/vmc2026-track3-sys004-utt062.wav,wav/vmc2026-track3-sys019-utt061.wav,2.6,2.6,3.357393105003567,3.472305416921781,0.0,0.114912311918,0.114912311918
sys021,utt106,wav/vmc2026-track3-sys021-utt106.wav,wav/vmc2026-track3-sys019-utt105.wav,5.0,4.6,3.9780345480138877,4.0170313825728,-0.4,0.038996834559,0.438996834559
sys016,utt052,wav/vmc2026-track3-sys016-utt052.wav,wav/vmc2026-track3-sys019-utt051.wav,3.2,2.8,3.9516166304500198,4.0725780394752675,-0.4,0.120961409025,0.520961409025
sys018,utt098,wav/vmc2026-track3-sys018-utt098.wav,wav/vmc2026-track3-sys019-utt097.wav,2.6,2.6,3.364874753517148,3.5665845650279007,0.0,0.201709811511,0.201709811511
sys004,utt030,wav/vmc2026-track3-sys004-utt030.wav,wav/vmc2026-track3-sys019-utt029.wav,3.2,3.0,3.503113463235468,3.72157506165706,-0.2,0.218461598422,0.41846159842200004
sys018,utt052,wav/vmc2026-track3-sys018-utt052.wav,wav/vmc2026-track3-sys019-utt051.wav,3.4,3.2,3.7161162177336005,3.974794821780988,-0.2,0.258678604047,0.458678604047
sys022,utt100,wav/vmc2026-track3-sys022-utt100.wav,wav/vmc2026-track3-sys019-utt099.wav,3.0,2.0,3.661876932105693,3.553563178976666,-1.0,-0.108313753129,0.891686246871
sys011,utt188,wav/vmc2026-track3-sys011-utt188.wav,wav/vmc2026-track3-sys019-utt187.wav,4.6,4.6,4.271929489782577,4.1913847950077034,0.0,-0.080544694775,0.080544694775
sys021,utt138,wav/vmc2026-track3-sys021-utt138.wav,wav/vmc2026-track3-sys019-utt137.wav,2.2,2.2,3.5544268222807074,3.469003058234919,0.0,-0.085423764046,0.085423764046
sys004,utt204,wav/vmc2026-track3-sys004-utt204.wav,wav/vmc2026-track3-sys019-utt203.wav,3.4,3.0,3.197094078317214,3.32113879459539,-0.4,0.124044716278,0.524044716278
sys005,utt240,wav/vmc2026-track3-sys005-utt240.wav,wav/vmc2026-track3-sys019-utt239.wav,4.2,3.8,3.437432600229332,3.516144226098281,-0.4,0.078711625869,0.478711625869
sys010,utt188,wav/vmc2026-track3-sys010-utt188.wav,wav/vmc2026-track3-sys019-utt187.wav,4.6,4.8,3.746015461941913,3.740544639309811,0.2,-0.005470822632,0.205470822632
sys021,utt066,wav/vmc2026-track3-sys021-utt066.wav,wav/vmc2026-track3-sys019-utt065.wav,3.4,3.2,4.143919310014542,4.020494026062627,-0.2,-0.123425283952,0.07657471604800001
sys012,utt052,wav/vmc2026-track3-sys012-utt052.wav,wav/vmc2026-track3-sys019-utt051.wav,4.2,4.2,3.914418814545199,4.154677325571232,0.0,0.240258511026,0.240258511026
sys016,utt054,wav/vmc2026-track3-sys016-utt054.wav,wav/vmc2026-track3-sys019-utt053.wav,3.8,4.4,3.9057623896841216,3.9643250504375533,0.6,0.058562660753,0.541437339247
sys004,utt050,wav/vmc2026-track3-sys004-utt050.wav,wav/vmc2026-track3-sys019-utt049.wav,2.8,2.8,3.6999502290439077,3.7971575108614863,0.0,0.097207281818,0.097207281818
sys004,utt028,wav/vmc2026-track3-sys004-utt028.wav,wav/vmc2026-track3-sys019-utt027.wav,3.8,3.8,3.6041367195038974,3.588100585054046,0.0,-0.01603613445,0.01603613445
sys021,utt166,wav/vmc2026-track3-sys021-utt166.wav,wav/vmc2026-track3-sys019-utt165.wav,4.6,5.0,3.8904288883176217,3.9397891951501314,0.4,0.049360306833,0.350639693167
sys021,utt012,wav/vmc2026-track3-sys021-utt012.wav,wav/vmc2026-track3-sys019-utt011.wav,4.4,3.2,4.063145251676415,3.8667095622031726,-1.2,-0.196435689473,1.003564310527
sys017,utt056,wav/vmc2026-track3-sys017-utt056.wav,wav/vmc2026-track3-sys019-utt055.wav,4.0,4.0,4.326025286020165,4.459061744860113,0.0,0.13303645884,0.13303645884
sys004,utt006,wav/vmc2026-track3-sys004-utt006.wav,wav/vmc2026-track3-sys019-utt005.wav,4.0,3.8,3.608729120924514,3.5503946581994437,-0.2,-0.058334462725,0.141665537275
sys004,utt254,wav/vmc2026-track3-sys004-utt254.wav,wav/vmc2026-track3-sys019-utt253.wav,3.0,3.6,3.4132032915845136,3.2253991440164036,0.6,-0.187804147568,0.787804147568
sys001,utt052,wav/vmc2026-track3-sys001-utt052.wav,wav/vmc2026-track3-sys019-utt051.wav,4.2,3.4,4.150437377925386,4.320034844023789,-0.8,0.169597466098,0.969597466098
sys001,utt094,wav/vmc2026-track3-sys001-utt094.wav,wav/vmc2026-track3-sys019-utt093.wav,3.8,4.0,3.9544617218726317,3.9303093793765784,0.2,-0.024152342496,0.22415234249600002
sys021,utt250,wav/vmc2026-track3-sys021-utt250.wav,wav/vmc2026-track3-sys019-utt249.wav,3.8,3.6,4.079828201514124,3.853921341965527,-0.2,-0.225906859549,0.02590685954899999
sys008,utt100,wav/vmc2026-track3-sys008-utt100.wav,wav/vmc2026-track3-sys019-utt099.wav,4.4,4.8,4.625590579519912,4.54493701575498,0.4,-0.080653563765,0.480653563765
sys021,utt016,wav/vmc2026-track3-sys021-utt016.wav,wav/vmc2026-track3-sys019-utt015.wav,4.0,3.8,4.053467334702294,4.008362077939476,-0.2,-0.045105256763,0.154894743237
sys013,utt240,wav/vmc2026-track3-sys013-utt240.wav,wav/vmc2026-track3-sys019-utt239.wav,4.4,4.0,4.093299251894102,4.0131915129195255,-0.4,-0.080107738975,0.319892261025
sys021,utt186,wav/vmc2026-track3-sys021-utt186.wav,wav/vmc2026-track3-sys019-utt185.wav,3.6,3.0,3.9018790402702246,3.900738346992132,-0.6,-0.001140693278,0.5988593067219999
sys015,utt094,wav/vmc2026-track3-sys015-utt094.wav,wav/vmc2026-track3-sys019-utt093.wav,4.6,4.8,4.026980758816569,4.0961632256852045,0.2,0.069182466869,0.13081753313100003
sys021,utt306,wav/vmc2026-track3-sys021-utt306.wav,wav/vmc2026-track3-sys019-utt305.wav,3.0,3.2,3.9320086865753434,3.966675514568457,0.2,0.034666827993,0.165333172007
sys013,utt096,wav/vmc2026-track3-sys013-utt096.wav,wav/vmc2026-track3-sys019-utt095.wav,4.6,4.6,4.2911478336974085,4.16064890541135,0.0,-0.130498928286,0.130498928286
sys020,utt060,wav/vmc2026-track3-sys020-utt060.wav,wav/vmc2026-track3-sys019-utt059.wav,3.8,3.8,2.8847380014495583,3.418372523224948,0.0,0.533634521775,0.533634521775
sys004,utt046,wav/vmc2026-track3-sys004-utt046.wav,wav/vmc2026-track3-sys019-utt045.wav,3.0,2.6,3.1946127952543955,3.4778139754603212,-0.4,0.283201180206,0.6832011802060001
sys021,utt226,wav/vmc2026-track3-sys021-utt226.wav,wav/vmc2026-track3-sys019-utt225.wav,5.0,4.4,4.211929900379115,4.267319331888457,-0.6,0.055389431509,0.655389431509
sys002,utt058,wav/vmc2026-track3-sys002-utt058.wav,wav/vmc2026-track3-sys019-utt057.wav,4.8,4.2,4.3529635282369155,4.34749426557023,-0.6,-0.005469262667,0.594530737333
sys026,utt058,wav/vmc2026-track3-sys026-utt058.wav,wav/vmc2026-track3-sys019-utt057.wav,3.2,3.4,3.7898163273807186,4.133186458409339,0.2,0.343370131029,0.14337013102899998
sys021,utt204,wav/vmc2026-track3-sys021-utt204.wav,wav/vmc2026-track3-sys019-utt203.wav,4.4,3.4,3.888934719749151,3.7506740323749233,-1.0,-0.138260687374,0.861739312626
sys024,utt188,wav/vmc2026-track3-sys024-utt188.wav,wav/vmc2026-track3-sys019-utt187.wav,4.2,4.4,4.111996888983079,3.9935594314342975,0.2,-0.118437457549,0.318437457549
sys004,utt276,wav/vmc2026-track3-sys004-utt276.wav,wav/vmc2026-track3-sys019-utt275.wav,3.6,3.6,3.616179293110999,3.6497211480949936,0.0,0.033541854984,0.033541854984
sys021,utt036,wav/vmc2026-track3-sys021-utt036.wav,wav/vmc2026-track3-sys019-utt035.wav,3.8,2.2,3.660610137229011,3.4957930303695197,-1.6,-0.164817106859,1.435182893141
sys021,utt290,wav/vmc2026-track3-sys021-utt290.wav,wav/vmc2026-track3-sys019-utt289.wav,4.6,3.8,3.9489547400199183,3.826995001357778,-0.8,-0.121959738662,0.6780402613380001
sys021,utt062,wav/vmc2026-track3-sys021-utt062.wav,wav/vmc2026-track3-sys019-utt061.wav,3.2,1.8,3.8052603923065877,3.6012642115171696,-1.4,-0.203996180789,1.1960038192109999
sys011,utt096,wav/vmc2026-track3-sys011-utt096.wav,wav/vmc2026-track3-sys019-utt095.wav,4.4,3.6,4.4279887534561535,4.269646465206258,-0.8,-0.15834228825,0.6416577117500001
sys017,utt092,wav/vmc2026-track3-sys017-utt092.wav,wav/vmc2026-track3-sys019-utt091.wav,4.6,3.6,4.1001563895921205,4.1165437805375165,-1.0,0.016387390945,1.016387390945
sys021,utt052,wav/vmc2026-track3-sys021-utt052.wav,wav/vmc2026-track3-sys019-utt051.wav,3.2,3.4,3.9651208624424665,4.014425887367346,0.2,0.049305024925,0.15069497507500001
sys021,utt162,wav/vmc2026-track3-sys021-utt162.wav,wav/vmc2026-track3-sys019-utt161.wav,4.6,4.0,3.812747891697532,3.8287397903960003,-0.6,0.015991898698,0.615991898698
sys015,utt096,wav/vmc2026-track3-sys015-utt096.wav,wav/vmc2026-track3-sys019-utt095.wav,4.2,4.2,4.12111879649202,4.1878541973650485,0.0,0.066735400873,0.066735400873
sys010,utt060,wav/vmc2026-track3-sys010-utt060.wav,wav/vmc2026-track3-sys019-utt059.wav,4.4,4.6,3.770408714518427,4.0830354162222156,0.2,0.312626701704,0.11262670170399997
sys003,utt092,wav/vmc2026-track3-sys003-utt092.wav,wav/vmc2026-track3-sys019-utt091.wav,4.8,4.8,4.141749749066751,4.022426636577725,0.0,-0.119323112489,0.119323112489
sys004,utt116,wav/vmc2026-track3-sys004-utt116.wav,wav/vmc2026-track3-sys019-utt115.wav,3.4,4.2,3.494547735783957,3.423268684607619,0.8,-0.071279051176,0.871279051176
sys004,utt294,wav/vmc2026-track3-sys004-utt294.wav,wav/vmc2026-track3-sys019-utt293.wav,3.0,3.8,3.655159756037244,3.719514356013112,0.8,0.064354599976,0.735645400024
sys004,utt076,wav/vmc2026-track3-sys004-utt076.wav,wav/vmc2026-track3-sys019-utt075.wav,3.6,4.2,3.478258629163945,3.651280515772125,0.6,0.173021886608,0.426978113392
sys009,utt058,wav/vmc2026-track3-sys009-utt058.wav,wav/vmc2026-track3-sys019-utt057.wav,4.8,4.8,4.629296206677635,4.520634458172123,0.0,-0.108661748506,0.108661748506
sys013,utt056,wav/vmc2026-track3-sys013-utt056.wav,wav/vmc2026-track3-sys019-utt055.wav,4.0,4.4,4.037102591762321,4.1607049029333405,0.4,0.123602311171,0.276397688829
sys021,utt118,wav/vmc2026-track3-sys021-utt118.wav,wav/vmc2026-track3-sys019-utt117.wav,4.6,4.6,3.8191957271837276,3.5450142295457328,0.0,-0.274181497638,0.274181497638
sys004,utt210,wav/vmc2026-track3-sys004-utt210.wav,wav/vmc2026-track3-sys019-utt209.wav,3.8,4.0,3.1321739297488134,3.276257072704758,0.2,0.144083142956,0.05591685704400001
sys004,utt094,wav/vmc2026-track3-sys004-utt094.wav,wav/vmc2026-track3-sys019-utt093.wav,3.2,3.2,3.3570349120521685,3.5062028699042,0.0,0.149167957852,0.149167957852
